Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
vinylscratch,US,203,293,138.197.204.105,138.197.204.105,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-12-23,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,2180,None
WooptThereItIs,IT,203,1715,149.154.157.80,80-157-154-149.static.edis.at,443,8080,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2014-08-14,CDLAN-AS Milano- IT,20836,790,None
bounce,NL,202,137,131.155.71.124,dyn071124.nbw.tue.nl,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-09-01,AS-TUE Technische Universiteit Eindhoven (TU/e)- NL,1161,800,None
drooshouse,US,202,324,69.164.205.147,li119-147.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-06-27,LINODE-AP Linode- LLC- US,63949,830,None
foghorn2,IT,202,348,192.71.245.137,mail.noveldatasolutions.com,9901,9930,0,0,1,0,0,1,1,1,1,Tor 0.3.0.1-alpha on Linux,0,0,2014-05-08,PDDA-AS - CZ,34971,2070,None
ghyuboyboy,CZ,202,1455,93.170.77.148,93.170.77.148,21828,19119,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-05-24,WORLDSTREAM +++ Transit Imports- NL,49981,854,None
Persephone,IN,202,1192,199.189.86.79,static-ip-199-189-86-79.inaddr.ip-pool.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-07-29,SERVER4YOU - server4you Inc.- US,30083,1320,None
Unnamed,DE,202,11,212.224.95.161,212.224.95.161,9001,9033,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-10-07,DE-FIRSTCOLO www.first-colo.net- DE,44066,569,None
FireflyAtFinf,DE,201,32,130.75.178.38,apc2.finf.uni-hannover.de,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2014-10-16,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.- DE,680,1080,None
Jarvis,NL,201,5255,85.17.164.172,85.17.164.172,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-08-04,LEASEWEB-NL Netherlands- NL,60781,681,None
FordModelA,US,200,874,38.229.70.33,torproxy02.teamcymru.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.6.10 on Linux,0,0,2010-05-05,TEAM-CYMRU - Team Cymru Inc.- US,23028,1680,None
PrasketTor3,US,200,556,13.68.112.72,13.68.112.72,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-02,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation- US,8075,3170,None
purringcat1,DE,200,174,85.90.246.30,li1429-30.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-12-25,LINODE-AP Linode- LLC- US,63949,1090,None
anotherpoorrelay,US,199,1414,104.223.122.115,104.223.122.115.static.quadranet.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2015-05-29,ASN-QUADRANET-GLOBAL - QuadraNet- Inc- US,8100,1070,None
foofoo,LT,199,302,185.25.48.76,76-48-25-185.bacloud.com,10468,6916,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-22,IST-AS - LT,61272,781,None
psych0,RO,199,11,5.14.158.230,5-14-158-230.residential.rdsnet.ro,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-09-11,RCS-RDS 73-75 Dr. Staicovici- RO,8708,982,None
2bitusnyc02,US,198,290,162.243.115.59,us-nyc02.2bit.co,9090,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.11 on FreeBSD,0,0,2016-12-23,DIGITALOCEAN-ASN-NY2 - Digital Ocean- Inc.- US,62567,1870,None
greptor,NL,198,355,213.163.84.196,hostedby.shineservers.com,15006,8580,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-20,INTERACTIVE3D - NL,49544,667,None
Unnamed,DE,198,3,91.62.81.151,p5B3E5197.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-11-21,DTAG Internet service provider operations- DE,3320,991,None
1d1dnt3d1th3c0nf1g,NL,197,156,82.161.210.87,pindarots.xs4all.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-04-21,XS4ALL-NL Amsterdam- NL,3265,790,None
2HSvcyumGGxpFygk0w0,RU,197,303,217.28.218.239,217.28.218.239,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-22,TELENET-JSC-AS - RU,29053,804,None
Ameo,US,197,149,66.11.119.83,66.11.119.83,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-08-08,INCERO - Incero LLC- US,54540,2070,None
managermanager,CH,197,155,95.183.55.53,hosted-by.solarcom.ch,27568,8400,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-28,SOLARCOM - CH,197988,20,None
Pleiades,FR,197,1104,90.65.102.118,LFbn-1-1480-118.w90-65.abo.wanadoo.fr,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-01-06,AS3215 - FR,3215,572,None
rasptorpipi2,LT,197,423,84.240.60.234,lan-84-240-60-234.vln.skynet.lt,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-06-28,SKY-NET-AS LT-01115- Vilnius- LT,21211,998,None
wwwrc33de,DE,197,24,87.173.211.150,p57ADD396.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-12-30,DTAG Internet service provider operations- DE,3320,612,None
xmine128,DE,197,319,95.129.55.173,vsrv77162.customer.xenway.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2014-10-05,AS48823 - DE,48823,865,None
BlasDeLezo,ES,196,249,62.117.170.196,62.117.170.196.dyn.user.ono.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2015-02-01,ONO-AS Cableuropa - ONO- ES,6739,565,None
CLABS,DE,196,1265,176.9.54.3,kerrigan.clabs.cc,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.7 on FreeBSD,0,0,2016-10-13,HETZNER-AS - DE,24940,1280,None
emil,SE,196,590,83.254.142.97,c83-254-142-97.bredband.comhem.se,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2016-07-21,COMHEM-SWEDEN - SE,39651,837,None
fsociety,RO,196,881,185.100.85.207,185.100.85.207,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-01-14,FLOKINET - RO,200651,1050,None
IllegalPornography,US,196,1083,104.236.231.197,104.236.231.197,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-03-06,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,592,None
mylinuxtime,DE,196,18,148.251.113.230,tor.mylinuxtime.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-08-05,HETZNER-AS - DE,24940,1350,None
tordanimusio,US,196,177,50.115.164.113,tor.danimus.io,443,9001,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-12-12,WOW - Wowrack.com- US,23033,20,None
torberry,ES,195,349,79.152.107.203,203.red-79-152-107.dynamicip.rima-tde.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-12-04,TELEFONICA_DE_ESPANA - ES,3352,820,None
torberrypenguin,DK,195,1733,87.72.73.231,ip237.frb151.cust.comxnet.dk,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-12-05,DK-DANSKKABELTV - DK,15516,836,None
verax2,NL,195,3099,146.185.141.163,146.185.141.163,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2014-11-29,DIGITALOCEAN-ASN-1 - EU,200130,673,None
devopps,US,194,46,104.236.182.205,104.236.182.205,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2015-11-08,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,1070,None
diegovb,US,194,1341,192.241.198.106,diegovonbeck.info,9392,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.22 on Linux,0,0,2014-06-24,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,931,None
gyterpena,SK,194,137,88.212.34.141,ip-88-212-34-141.antik.sk,8888,8889,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-10-21,ANTIK - SK,42841,759,None
zabrelay,US,194,1595,66.170.11.203,tor.zabre.org,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-06-28,SUPRANET-WIS - SupraNet Communications- Inc.- US,4150,792,None
atacama,GB,193,17,85.119.82.142,tor-exit.siblings.net,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-04-10,JUMP - GB,8943,2210,None
exitsin1linode,SG,193,868,139.162.28.23,tor-exit7.mcintosh.network,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-09-07,LINODE-AP Linode- LLC- US,63949,530,None
greatmonkey,GB,193,1501,5.149.250.51,pmcerttrain.com,27176,32084,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-11-02,FORTUNIX-UK-AS - GB,61046,1330,None
ivanmk2,RU,193,301,185.22.173.162,185.22.173.162,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-08-21,FISHNET-AS - RU,43317,813,None
ThomasBernhardsHose,AT,193,391,83.175.100.130,83.175.100.130,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.6-rc on Linux,0,0,2011-07-02,IKB-AS - AT,31510,451,None
Unnamed,HU,193,1011,213.181.205.63,szabad,64780,64123,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-26,DENINET-HU-AS - HU,29278,738,None
blackpinguinDE,DE,192,23,46.59.134.206,port-18735.pppoe.wtnet.de,60002,60001,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-10-30,WTNET-AS - DE,15943,1070,None
duchin,UA,192,2125,91.203.5.165,saqpk.monthlycheckin.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-08,VOLIA-AS - UA,25229,1070,None
Unnamed,RU,192,720,92.255.176.138,motoprogger.ru,59001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.23 on FreeBSD,0,0,2014-08-27,ERTH-OMSK-AS - RU,41843,617,None
Unnamed,US,192,2473,66.65.49.15,cpe-66-65-49-15.nyc.res.rr.com,9002,9031,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-04-10,SCRR-12271 - Time Warner Cable Internet LLC- US,12271,875,None
verax1,US,192,3099,104.236.46.10,104.236.46.10,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2014-11-29,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,618,None
blockblock,NL,191,1309,185.150.189.175,hosted-by.shineservers.com,29998,13816,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-11-10,SHINESERVERSLLP - NL,202905,599,None
Dunkelzahn,FR,191,36,176.31.43.51,tor.viq.vc,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on OpenBSD,0,0,2016-11-11,OVH - FR,16276,796,None
gretyihbsfs,RO,191,212,193.29.187.78,193.29.187.78,18902,4578,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-26,THCPROJECTS - RO,51177,803,None
idideditheconfig,GR,191,302,83.212.105.144,snf-618795.vm.okeanos.grnet.gr,8080,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-11-10,GR-NET http://www.grnet.gr- GR,5408,998,None
Paradison,SE,191,1793,84.55.82.94,84-55-82-94.customers.ownit.se,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-07-26,OWNIT Katarinavagen 15- SE,33885,1480,None
maltose15ellipsix,US,190,1071,104.237.156.214,maltose15.ellipsix.net,3971,5971,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-02-17,LINODE-AP Linode- LLC- US,63949,1030,None
MehlTor1,DE,189,270,188.68.36.209,serv1.mehl.mx,59001,59030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-31,NETCUP-AS netcup GmbH- DE,197540,542,None
murdock311,IT,189,134,109.233.127.233,tor1.stefanof.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-12-07,CRITICALCASE - IT,48815,1450,None
NanoNID,GB,189,109,81.141.1.180,host81-141-1-180.in-addr.btcentralplus.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-12-18,BT-UK-AS BTnet UK Regional network- GB,2856,1040,None
thicantor1,IE,189,6,188.165.6.66,188.165.6.66,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.12 on Linux,0,0,2015-12-24,OVH - FR,16276,1600,None
expectingunexpected,UA,188,117,195.138.94.102,n1-vipa34.te.net.ua,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2015-01-27,TENET-AS - UA,6876,662,None
greenonion,FR,188,3689,62.210.170.143,62-210-170-143.rev.poneytelecom.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-10-20,AS12876 - FR,12876,1030,[2001:470:1f12:ae9::2]:9001
hgdear2f,SE,188,306,176.10.131.70,h-131-70.a483.priv.bahnhof.se,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-06-05,BAHNHOF http://www.bahnhof.net/- SE,8473,580,None
jupitera,AT,188,2536,149.154.152.121,121-152-154-149.static.edis.at,7654,7653,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-08-06,EDIS-AS-EU - AT,57169,961,None
Molly,NL,188,142,80.101.137.223,goedendagdeel.xs4all.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-06-04,XS4ALL-NL Amsterdam- NL,3265,832,None
Unnamed,LT,188,99,46.166.163.114,lt1.localhost,64780,64123,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-26,BALTICSERVERS1-AS - LT,16125,1030,None
frostbite,US,187,883,54.71.106.228,ec2-54-71-106-228.us-west-2.compute.amazonaws.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-09-27,AMAZON-02 - Amazon.com- Inc.- US,16509,887,None
mallory,GB,187,233,78.129.137.28,tor.slashsrv.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2011-12-28,IOMART-AS - GB,20860,750,None
whatsinaname,US,187,84,75.165.35.187,75-165-35-187.tukw.qwest.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-06-03,CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company- LLC- US,209,1140,None
OneEyedDragon,DE,186,33,95.88.245.68,ip5f58f544.dynamic.kabel-deutschland.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-12-31,KABELDEUTSCHLAND-AS - DE,31334,858,None
theencryptionwizard,US,186,703,162.243.150.156,162.243.150.156,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.10 on Linux,0,0,2014-06-07,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,870,None
berrycup,US,185,37,18.82.3.196,berrycup.mit.edu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-02-12,MIT-GATEWAYS - Massachusetts Institute of Technology- US,3,1240,None
BusyLizzie,DE,185,133,79.231.115.46,p4FE7732E.dip0.t-ipconnect.de,9100,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-06,DTAG Internet service provider operations- DE,3320,666,None
greenleaf,RU,185,106,158.255.4.171,158.255.4.171,20446,27892,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-07,NCONNECT-AS - RU,49335,1040,None
houba,CH,185,447,213.188.52.101,213.188.52.101,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-09-03,MHS St. Gallen Switzerland- CH,16242,1160,None
jarah,MD,185,3591,176.123.6.207,176-123-6-207.alexhost.md,24587,30109,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-06-23,ASCLOUDATA - MD,200019,1020,None
Unnamed,SE,185,782,62.102.148.169,62.102.148.169,52878,52877,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-10-15,TEKNIKBYRAN - SE,51815,592,None
Unnamed,DE,185,2,93.237.158.183,p5DED9EB7.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-06-25,DTAG Internet service provider operations- DE,3320,719,None
ymybe,DE,185,107,79.193.252.184,p4FC1FCB8.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-01-08,DTAG Internet service provider operations- DE,3320,530,None
ididnteditheconfig,JP,184,65,150.95.135.54,v150-95-135-54.a080.g.tyo1.static.cnode.io,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-16,INTERQ GMO Internet-Inc- JP,7506,724,None
polytone,DE,184,331,82.199.155.89,82.199.155.89.static.afterburst.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-04-10,NETZBETRIEB-GMBH - DE,201011,402,None
TgwnCla4xoOXFkgm,RO,184,2059,81.89.0.204,81.89.0.204,443,9300,0,1,1,0,0,1,1,1,1,Tor 0.2.5.5-alpha on Linux,0,0,2014-07-24,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,266,None
Unnamed,RU,184,858,95.71.236.73,95.71.236.73,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on FreeBSD,0,0,2016-01-01,ROSTELECOM-AS - RU,12389,858,None
blinkyblinky,US,183,728,107.188.188.57,107-188-188-57.slc.googlefiber.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-01-08,GOOGLE-FIBER - Google Fiber Inc.- US,16591,976,None
dabears1,NL,183,65,185.117.75.27,185.117.75.27,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-10-14,HS - AE,60117,892,None
HSF,RU,183,43,31.162.2.187,31.162.2.187,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.8.11 on Linux,0,0,2015-02-06,PFES Perm department Autonomous System- RU,12705,636,None
InfraGoose,GB,183,1478,178.79.139.17,goose.inframayhem.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2014-11-01,LINODE-AP Linode- LLC- US,63949,1010,None
MooTheCow,DE,183,26,217.253.33.230,pD9FD21E6.dip0.t-ipconnect.de,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-01-02,DTAG Internet service provider operations- DE,3320,653,None
thegoodtorservice,LV,183,79,83.99.234.227,balticom-234-227.balticom.lv,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.11 on Linux,0,0,2016-08-28,LVBALTICOM-AS - LV,24651,943,None
Erna,DE,182,248,78.46.185.124,static.124.185.46.78.clients.your-server.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2012-02-12,HETZNER-AS - DE,24940,985,None
meshnetpl1,FR,182,482,176.31.171.15,15.ip-176-31-171.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-12-16,OVH - FR,16276,407,None
neomutant00,RU,182,32,109.63.252.243,ip-109-63-252-243.bb.netbynet.ru,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2015-04-19,TI-AS Moscow- Russia- RU,12714,1120,None
rauberhaus,DE,182,334,178.254.31.209,178.254.31.209,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-08-18,EVANZOAS - DE,42730,20,None
CaffsDiner,US,181,572,50.116.29.179,li491-179.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2016-12-11,LINODE-AP Linode- LLC- US,63949,1980,None
DNRelay,UA,181,86,109.254.86.6,109.254.86.6,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-11,DEC-AS - UA,20590,983,None
Unnamed,DE,181,15,78.46.203.18,pmvd.me,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-09-25,HETZNER-AS - DE,24940,1150,None
wjh,NL,181,7,163.172.217.97,zif.io,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.8.12 on Linux,0,0,2016-12-28,AS12876 - FR,12876,1450,None
xdaytrvcdarkdd,DE,181,6,46.101.139.135,tnc.d-d.me,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2014-07-08,DIGITALOCEAN-GERMANY - DE,201229,1520,None
dc6jgk1,DE,180,301,87.139.33.217,dsl1.gkware.com,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-06-09,DTAG Internet service provider operations- DE,3320,822,None
pkttrent,CA,180,125,76.10.157.58,76-10-157-58.dsl.teksavvy.com,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-03-19,TEKSAVVY - TekSavvy Solutions- Inc.- CA,5645,428,None
qgzdluswznpw7opn,SK,180,3369,188.123.110.15,lh-gw110-15.imafex.sk,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-08-14,IMAFEX-AS - SK,58328,665,None
RenderLab,CA,180,243,68.148.246.91,S0106002590114d34.ed.shawcable.net,44444,55555,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-03-02,SHAW - Shaw Communications Inc.- CA,6327,1120,None
totor,FR,180,82,109.24.193.216,216.193.24.109.rev.sfr.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2016-10-15,LDCOMNET - FR,15557,999,None
baerli,DE,179,1023,5.45.107.56,mail.b43r.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-12-29,NETCUP-AS netcup GmbH- DE,197540,917,None
baryon,US,179,41,45.33.39.82,li989-82.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-01-01,LINODE-AP Linode- LLC- US,63949,1370,None
CalyxInstitute10,US,179,27,162.247.73.195,leap-vpn.calyx.net.73.247.162.in-addr.arpa,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-04-01,CALYX-AS - The Calyx Institute- US,4224,1500,None
torpocnumone,DE,179,894,213.239.204.199,www.blutbeben.de,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-01-15,HETZNER-AS - DE,24940,625,None
Unnamed,UA,179,277,178.151.182.123,123.182.151.178.triolan.net,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-12-25,TRIOLAN - UA,13188,634,None
Aragorn,FR,178,55,37.187.1.29,ns323567.ip-37-187-1.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-09-16,OVH - FR,16276,1290,None
stellaranomaly,US,178,368,96.65.68.193,tor.relay.stellaranomaly.jadfs.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-11-24,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,781,None
Unnamed,DE,178,3,77.188.35.183,x4dbc23b7.dyn.telefonica.de,993,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-10-01,TDDE-ASN1 - DE,6805,515,None
xfilerTorR,IT,178,83,2.236.53.29,2.236.53.29,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-10-31,FASTWEB - IT,12874,901,None
zomg,CA,178,82,45.62.246.12,45.62.246.12,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-31,COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD- CA,55053,520,None
echobeaver,PT,177,376,94.46.13.11,adurl.insophriernaliza.com,21812,12845,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-19,ALMOUROLTEC - PT,24768,652,None
finnishzion,FI,177,4235,80.220.90.168,dsl-hkibrasgw4-50dc5a-168.dhcp.inet.fi,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-02-02,TSF-IP-CORE http://www.teliasonera.com- looking-glass lg.sonera.net- FI,1759,706,None
ididnteditheconfig,NL,177,1326,62.166.41.167,ip167-41-166-62.adsl.versatel.nl,8080,None,0,1,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-11-10,VERSATEL AS for the Trans-European Tele2 IP Transport backbone- NL,13127,20,None
telecommuter,US,177,1589,4.31.64.70,tor.arbuzik.biz,9001,80,0,1,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-05-11,LEVEL3 - Level 3 Communications- Inc.- US,3356,55,None
U039b1,FR,177,1360,37.59.50.218,ns3013926.ip-37-59-50.eu,9999,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2016-06-11,OVH - FR,16276,759,None
cryonoxnet,US,176,143,70.85.31.242,tornode.cryonox.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2011-06-11,LINODE-AP Linode- LLC- US,63949,270,None
HappyClawn,UA,176,109,176.38.163.58,host-176-38-163-58.la.net.ua,443,143,0,1,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-14,LANETUA-AS - UA,39608,205,None
